Time,StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ReadingScore,WritingScore,PredictedMathScore,MathScore
2024-11-26 23:34:16.506802253,8191,Male,2,Some College,Standard,Not completed,55,45,56.0,65
2024-11-26 23:35:33.681462141,9678,Female,2,Some College,Standard,Not completed,79,73,67.0,69
2024-11-26 23:36:50.856122028,16145,Female,3,High School,Standard,Not completed,89,90,80.0,82
2024-11-26 23:38:08.030781915,20289,Female,0,Some High School,Standard,Not completed,88,85,76.0,82
2024-11-26 23:39:25.205441803,1982,Female,2,Bachelors,Standard,Completed,89,94,81.0,86
2024-11-26 23:40:42.380101690,15006,Male,5,Associates,Standard,Completed,69,71,84.0,78
2024-11-26 23:41:59.554761577,28051,Male,2,Some College,Standard,Not completed,45,40,47.0,44
2024-11-26 23:43:16.729421465,3685,Male,3,Some High School,Free or Reduced,Completed,69,71,71.0,63
2024-11-26 23:44:33.904081352,8359,Male,3,Bachelors,Standard,Completed,72,77,76.0,84
2024-11-26 23:45:51.078741239,27297,Female,2,Some High School,Standard,Completed,58,59,51.0,45
2024-11-26 23:47:08.253401126,23538,Female,0,Bachelors,Standard,Not completed,69,61,57.0,61
2024-11-26 23:48:25.428061014,11202,Female,3,High School,Standard,Not completed,59,57,52.0,53
2024-11-26 23:49:42.602720901,6827,Female,1,Some College,Standard,Not completed,61,61,52.0,67
2024-11-26 23:50:59.777380788,13421,Female,3,Masters,Standard,Not completed,60,61,53.0,43
2024-11-26 23:52:16.952040676,6926,Male,2,Associates,Free or Reduced,Not completed,56,53,57.0,61
2024-11-26 23:53:34.126700563,30138,Male,2,Some College,Standard,Not completed,49,52,59.0,60
2024-11-26 23:54:51.301360450,14742,Male,3,Associates,Standard,Completed,92,94,94.0,93
2024-11-26 23:56:08.476020338,29902,Female,3,Some High School,Standard,Not completed,64,65,57.0,57
2024-11-26 23:57:25.650680225,22174,Male,3,Some High School,Standard,Completed,47,47,53.0,53
2024-11-26 23:58:42.825340112,11564,Female,1,Some High School,Standard,Not completed,62,63,56.0,58
2024-11-27 00:00:00.000000000,753,Female,2,Some High School,Standard,Completed,90,85,67.0,77
2024-11-27 00:01:17.174659887,25335,Male,1,High School,Standard,Completed,67,67,67.0,66
2024-11-27 00:02:34.349319774,9610,Male,2,Some High School,Free or Reduced,Not completed,40,27,67.0,32
2024-11-27 00:03:51.523979662,8644,Female,3,Some College,Standard,Not completed,50,43,67.0,30
2024-11-27 00:05:08.698639549,10446,Male,5,Some College,Standard,Completed,82,76,67.0,84
2024-11-27 00:06:25.873299436,4063,Male,3,Associates,Free or Reduced,Completed,59,60,67.0,59
2024-11-27 00:07:43.047959324,7983,Female,2,Masters,Free or Reduced,Not completed,65,62,67.0,44
2024-11-27 00:09:00.222619211,20473,Female,2,Associates,Standard,Not completed,67,67,67.0,59
2024-11-27 00:10:17.397279098,625,Male,3,Some College,Standard,Completed,97,99,67.0,100
2024-11-27 00:11:34.571938985,30074,Male,3,Bachelors,Standard,Not completed,71,65,67.0,73
2024-11-27 00:12:51.746598873,19929,Male,0,Associates,Free or Reduced,Not completed,64,58,67.0,58
2024-11-27 00:14:08.921258760,25011,Male,2,Some High School,Standard,Not completed,84,75,67.0,83
2024-11-27 00:15:26.095918647,20205,Female,3,Associates,Standard,Completed,87,84,67.0,76
2024-11-27 00:16:43.270578535,4244,Female,2,Some College,Free or Reduced,Not completed,55,41,67.0,38
2024-11-27 00:18:00.445238422,21194,Female,2,Associates,Free or Reduced,Completed,100,95,67.0,79
2024-11-27 00:19:17.619898309,2438,Male,3,Some College,Standard,Not completed,65,52,67.0,71
2024-11-27 00:20:34.794558197,15118,Male,1,High School,Standard,Not completed,61,58,67.0,64
2024-11-27 00:21:51.969218084,2069,Male,2,Some College,Free or Reduced,Completed,64,63,67.0,66
2024-11-27 00:23:09.143877971,13810,Male,3,Associates,Standard,Completed,74,77,67.0,76
2024-11-27 00:24:26.318537859,19812,Female,2,High School,Free or Reduced,Not completed,66,69,67.0,52
2024-11-27 00:25:43.493197746,5224,Male,5,Some College,Free or Reduced,Not completed,59,57,67.0,56
2024-11-27 00:27:00.667857633,23586,Male,3,High School,Standard,Not completed,51,48,67.0,66
2024-11-27 00:28:17.842517521,10544,Male,2,High School,Standard,Not completed,69,75,67.0,88
2024-11-27 00:29:35.017177408,11743,Male,2,High School,Free or Reduced,Completed,86,84,67.0,89
2024-11-27 00:30:52.191837295,9270,Female,1,Some College,Standard,Not completed,83,79,67.0,63
2024-11-27 00:32:09.366497183,11341,Male,2,High School,Standard,Not completed,39,40,67.0,52
2024-11-27 00:33:26.541157070,2175,Female,1,Some High School,Standard,Not completed,60,56,67.0,53
2024-11-27 00:34:43.715816957,24072,Female,2,Some High School,Standard,Completed,71,68,67.0,50
2024-11-27 00:36:00.890476845,8816,Male,3,Associates,Free or Reduced,Not completed,56,57,67.0,58
2024-11-27 00:37:18.065136732,5083,Female,3,Some College,Free or Reduced,Completed,63,79,67.0,64
2024-11-27 00:38:35.239796619,28140,Female,0,Masters,Free or Reduced,Completed,78,72,67.0,66
2024-11-27 00:39:52.414456506,16162,Male,2,Some High School,Standard,Not completed,60,53,67.0,58
2024-11-27 00:41:09.589116394,26659,Male,3,Some College,Standard,Not completed,51,47,67.0,55
2024-11-27 00:42:26.763776281,4105,Male,2,Some High School,Free or Reduced,Not completed,54,49,67.0,50
2024-11-27 00:43:43.938436168,15320,Female,2,Masters,Standard,Not completed,97,95,67.0,82
2024-11-27 00:45:01.113096056,13111,Male,0,High School,Standard,Completed,52,52,67.0,50
2024-11-27 00:46:18.287755943,14425,Female,1,Associates,Standard,Not completed,63,65,67.0,53
2024-11-27 00:47:35.462415830,3550,Male,1,High School,Standard,Completed,77,76,67.0,71
2024-11-27 00:48:52.637075718,4353,Female,2,Bachelors,Standard,Completed,99,100,67.0,80
2024-11-27 00:50:09.811735605,12692,Female,5,High School,Standard,Completed,90,89,67.0,78
2024-11-27 00:51:26.986395492,26805,Male,1,Associates,Standard,Not completed,63,65,67.0,69
2024-11-27 00:52:44.161055380,14834,Male,1,Masters,Standard,Not completed,72,65,67.0,78
2024-11-27 00:54:01.335715267,26464,Male,3,Associates,Free or Reduced,Completed,50,49,67.0,35
2024-11-27 00:55:18.510375154,5125,Male,2,Some College,Standard,Completed,80,78,67.0,78
2024-11-27 00:56:35.685035042,15325,Female,1,High School,Standard,Not completed,70,66,67.0,68
2024-11-27 00:57:52.859694929,22618,Male,3,Some College,Standard,Completed,93,98,67.0,91
2024-11-27 00:59:10.034354816,6402,Male,2,Some High School,Standard,Not completed,40,44,67.0,52
2024-11-27 01:00:27.209014704,1354,Female,3,High School,Free or Reduced,Not completed,82,85,67.0,71
2024-11-27 01:01:44.383674591,27204,Male,1,High School,Standard,Completed,52,51,67.0,49
2024-11-27 01:03:01.558334478,7457,Female,2,Masters,Free or Reduced,Completed,85,86,67.0,69
2024-11-27 01:04:18.732994366,16477,Male,3,Associates,Standard,Not completed,77,76,67.0,82
2024-11-27 01:05:35.907654253,7744,Female,3,High School,Standard,Not completed,55,61,67.0,65
2024-11-27 01:06:53.082314140,18436,Female,1,Some College,Free or Reduced,Not completed,72,65,67.0,54
2024-11-27 01:08:10.256974027,29360,Male,2,High School,Standard,Not completed,81,76,67.0,78
2024-11-27 01:09:27.431633915,21412,Female,3,Associates,Standard,Not completed,95,100,67.0,93
2024-11-27 01:10:44.606293802,1099,Male,1,High School,Standard,Completed,63,60,66.0,64
2024-11-27 01:12:01.780953689,18151,Female,1,Masters,Free or Reduced,Not completed,70,71,58.0,67
2024-11-27 01:13:18.955613577,10117,Male,0,High School,Free or Reduced,Completed,70,68,71.0,73
2024-11-27 01:14:36.130273464,14580,Male,1,Associates,Free or Reduced,Not completed,23,21,31.0,22
2024-11-27 01:15:53.304933351,11114,Male,2,Some High School,Standard,Not completed,76,71,79.0,67
2024-11-27 01:17:10.479593239,26154,Female,3,High School,Free or Reduced,Completed,75,76,67.0,62
2024-11-27 01:18:27.654253126,8626,Female,3,Some College,Standard,Not completed,85,85,75.0,75
2024-11-27 01:19:44.828913013,1083,Male,1,Some High School,Standard,Not completed,43,37,45.0,48
2024-11-27 01:21:02.003572901,3604,Male,3,High School,Free or Reduced,Not completed,60,58,60.0,61
2024-11-27 01:22:19.178232788,18871,Female,3,High School,Standard,Completed,70,78,68.0,67
2024-11-27 01:23:36.352892675,26117,Male,0,High School,Free or Reduced,Not completed,56,54,57.0,49
2024-11-27 01:24:53.527552563,22308,Female,2,Associates,Standard,Not completed,70,68,60.0,69
2024-11-27 01:26:10.702212450,27752,Female,5,Some College,Standard,Completed,87,90,81.0,79
2024-11-27 01:27:27.876872337,12151,Female,2,Bachelors,Standard,Completed,70,79,67.0,66
2024-11-27 01:28:45.051532225,27567,Male,5,Some High School,Standard,Completed,78,68,84.0,73
2024-11-27 01:30:02.226192112,5228,Female,5,Bachelors,Standard,Not completed,93,95,86.0,87
2024-11-27 01:31:19.400851999,991,Female,1,Some High School,Standard,Completed,82,78,71.0,65
2024-11-27 01:32:36.575511886,21867,Female,3,High School,Standard,Not completed,93,97,86.0,79
2024-11-27 01:33:53.750171774,1887,Male,2,High School,Standard,Not completed,71,76,76.0,80
2024-11-27 01:35:10.924831661,22681,Female,1,Associates,Standard,Completed,60,67,56.0,50
2024-11-27 01:36:28.099491548,20853,Female,3,Some High School,Standard,Not completed,57,60,51.0,46
2024-11-27 01:37:45.274151436,4759,Male,3,Some College,Standard,Completed,42,44,50.0,48
2024-11-27 01:39:02.448811323,26031,Male,1,Some College,Free or Reduced,Not completed,57,53,58.0,54
2024-11-27 01:40:19.623471210,6443,Male,2,Associates,Standard,Completed,58,50,58.0,58
2024-11-27 01:41:36.798131098,15604,Female,2,Bachelors,Free or Reduced,Not completed,50,54,44.0,32
2024-11-27 01:42:53.972790985,18365,Female,1,Some College,Standard,Not completed,69,63,59.0,70
2024-11-27 01:44:11.147450872,19396,Male,2,Some College,Standard,Completed,68,66,71.0,71
2024-11-27 01:45:28.322110760,29499,Female,1,Some College,Standard,Completed,80,81,71.0,68
2024-11-27 01:46:45.496770647,20060,Female,2,Some College,Free or Reduced,Completed,93,91,83.0,71
2024-11-27 01:48:02.671430534,21812,Female,3,Some High School,Standard,Not completed,90,81,73.0,73
2024-11-27 01:49:19.846090422,9097,Male,1,Associates,Free or Reduced,Not completed,52,51,55.0,53
2024-11-27 01:50:37.020750309,27845,Female,1,High School,Standard,Not completed,83,76,70.0,79
2024-11-27 01:51:54.195410196,23389,Male,2,Masters,Free or Reduced,Not completed,28,26,31.0,23
2024-11-27 01:53:11.370070084,14255,Female,1,High School,Standard,Completed,89,89,76.0,79
2024-11-27 01:54:28.544729971,27320,Male,3,Associates,Standard,Not completed,75,68,76.0,76
2024-11-27 01:55:45.719389858,5489,Female,2,High School,Standard,Completed,60,59,51.0,50
2024-11-27 01:57:02.894049745,21971,Male,2,Some College,Free or Reduced,Completed,84,87,86.0,78
2024-11-27 01:58:20.068709633,12699,Female,1,Some College,Free or Reduced,Completed,41,46,38.0,34
2024-11-27 01:59:37.243369520,19341,Male,2,Bachelors,Standard,Not completed,84,80,85.0,77
2024-11-27 02:00:54.418029407,8138,Male,2,High School,Free or Reduced,Not completed,51,41,51.0,47
2024-11-27 02:02:11.592689295,27520,Female,1,Some High School,Standard,Not completed,73,73,67.0,72
2024-11-27 02:03:28.767349182,10908,Male,5,Bachelors,Free or Reduced,Not completed,84,80,88.0,85
2024-11-27 02:04:45.942009069,14542,Male,5,Bachelors,Standard,Not completed,69,68,81.0,78
2024-11-27 02:06:03.116668957,15180,Male,3,High School,Standard,Not completed,60,59,67.0,71
2024-11-27 02:07:20.291328844,28683,Male,2,Some High School,Standard,Completed,50,49,54.0,58
2024-11-27 02:08:37.465988731,20018,Male,5,Associates,Standard,Completed,70,69,84.0,72
2024-11-27 02:09:54.640648619,20681,Male,1,Some High School,Standard,Completed,55,55,61.0,67
2024-11-27 02:11:11.815308506,8709,Male,1,Some High School,Standard,Not completed,81,77,84.0,83
2024-11-27 02:12:28.989968393,7575,Male,0,Masters,Free or Reduced,Not completed,60,56,61.0,60
2024-11-27 02:13:46.164628281,4051,Male,1,Some College,Standard,Not completed,64,59,68.0,66
2024-11-27 02:15:03.339288168,5007,Female,2,Some College,Standard,Not completed,100,95,88.0,86
2024-11-27 02:16:20.513948055,11981,Male,2,High School,Standard,Not completed,70,70,75.0,70
2024-11-27 02:17:37.688607943,3139,Male,3,Some High School,Standard,Not completed,66,65,72.0,71
2024-11-27 02:18:54.863267830,12862,Male,2,Masters,Standard,Not completed,60,54,63.0,66
2024-11-27 02:20:12.037927717,14002,Female,3,Some College,Standard,Not completed,93,91,84.0,88
2024-11-27 02:21:29.212587604,11965,Female,2,Bachelors,Free or Reduced,Not completed,73,75,67.0,69
2024-11-27 02:22:46.387247492,25796,Female,5,Some High School,Standard,Completed,81,80,75.0,74
2024-11-27 02:24:03.561907379,7789,Female,3,Some High School,Standard,Completed,88,96,83.0,83
2024-11-27 02:25:20.736567266,21065,Male,3,Some High School,Standard,Completed,72,71,76.0,74
2024-11-27 02:26:37.911227154,14642,Male,1,Masters,Standard,Not completed,72,62,71.0,66
2024-11-27 02:27:55.085887041,20097,Male,3,Some High School,Standard,Completed,78,80,80.0,87
2024-11-27 02:29:12.260546928,25761,Male,5,Some High School,Free or Reduced,Completed,57,56,58.0,65
2024-11-27 02:30:29.435206816,4750,Male,5,Bachelors,Free or Reduced,Completed,79,82,84.0,84
2024-11-27 02:31:46.609866703,813,Male,5,Some High School,Standard,Completed,84,76,89.0,87
2024-11-27 02:33:03.784526590,18210,Female,3,Some High School,Free or Reduced,Not completed,78,81,71.0,70
2024-11-27 02:34:20.959186478,22710,Male,1,Bachelors,Free or Reduced,Completed,82,78,78.0,70
2024-11-27 02:35:38.133846365,7883,Female,2,Some College,Standard,Not completed,95,95,86.0,77
2024-11-27 02:36:55.308506252,1896,Male,3,High School,Standard,Completed,64,68,72.0,66
2024-11-27 02:38:12.483166140,18686,Female,2,Some College,Standard,Not completed,72,69,62.0,62
2024-11-27 02:39:29.657826027,8432,Female,2,Some College,Free or Reduced,Completed,72,68,58.0,56
2024-11-27 02:40:46.832485914,18079,Female,3,High School,Standard,Not completed,81,78,72.0,78
2024-11-27 02:42:04.007145802,12310,Female,2,High School,Free or Reduced,Completed,72,70,58.0,61
2024-11-27 02:43:21.181805689,23674,Male,5,Bachelors,Free or Reduced,Not completed,60,62,69.0,65
2024-11-27 02:44:38.356465576,15846,Female,5,Masters,Standard,Not completed,65,64,60.0,62
2024-11-27 02:45:55.531125464,11233,Male,5,Bachelors,Standard,Not completed,69,60,72.0,75
2024-11-27 02:47:12.705785351,29731,Female,2,Some College,Standard,Not completed,72,78,69.0,66
2024-11-27 02:48:29.880445238,15789,Male,5,Some College,Free or Reduced,Not completed,80,76,84.0,86
2024-11-27 02:49:47.055105125,4468,Male,5,Associates,Standard,Completed,93,89,93.0,99
2024-11-27 02:51:04.229765013,3107,Female,3,High School,Free or Reduced,Completed,57,65,53.0,51
2024-11-27 02:52:21.404424900,7925,Male,2,Some High School,Standard,Not completed,72,68,75.0,71
2024-11-27 02:53:38.579084787,2006,Male,2,Some High School,Standard,Not completed,34,29,39.0,38
2024-11-27 02:54:55.753744675,12268,Female,2,High School,Standard,Not completed,88,90,80.0,78
2024-11-27 02:56:12.928404562,13576,Female,2,Associates,Standard,Not completed,68,62,58.0,51
2024-11-27 02:57:30.103064449,15839,Female,1,Associates,Free or Reduced,Completed,54,63,50.0,56
2024-11-27 02:58:47.277724337,10925,Female,3,Masters,Standard,Not completed,88,90,80.0,74
2024-11-27 03:00:04.452384224,19079,Male,1,Bachelors,Standard,Not completed,56,48,57.0,56
2024-11-27 03:01:21.627044111,17968,Female,2,Associates,Standard,Not completed,76,68,62.0,75
2024-11-27 03:02:38.801703999,25536,Male,3,Some College,Standard,Completed,57,63,67.0,68
2024-11-27 03:03:55.976363886,8171,Female,3,Some High School,Standard,Completed,76,79,67.0,63
2024-11-27 03:05:13.151023773,13246,Female,2,Some High School,Standard,Not completed,89,88,76.0,78
2024-11-27 03:06:30.325683661,28702,Female,1,Some High School,Standard,Not completed,60,63,56.0,63
2024-11-27 03:07:47.500343548,5964,Female,2,Some High School,Standard,Not completed,88,81,72.0,63
2024-11-27 03:09:04.675003435,26716,Male,5,High School,Free or Reduced,Not completed,59,59,65.0,65
2024-11-27 03:10:21.849663323,24295,Female,5,Associates,Standard,Completed,100,99,93.0,88
2024-11-27 03:11:39.024323210,29745,Male,2,Bachelors,Standard,Not completed,44,46,53.0,53
2024-11-27 03:12:56.198983097,15315,Female,2,Some College,Free or Reduced,Not completed,73,72,60.0,58
2024-11-27 03:14:13.373642984,4385,Female,2,Bachelors,Standard,Completed,92,97,85.0,75
2024-11-27 03:15:30.548302872,25744,Male,2,Some College,Standard,Not completed,58,54,63.0,62
2024-11-27 03:16:47.722962759,6670,Female,1,Associates,Standard,Not completed,90,95,83.0,94
2024-11-27 03:18:04.897622646,19893,Male,2,Some College,Standard,Not completed,43,38,46.0,41
2024-11-27 03:19:22.072282534,18905,Male,1,High School,Standard,Not completed,49,39,48.0,53
2024-11-27 03:20:39.246942421,11481,Male,2,Some College,Free or Reduced,Completed,67,65,69.0,63
2024-11-27 03:21:56.421602308,24422,Male,2,Associates,Standard,Completed,62,60,65.0,73
2024-11-27 03:23:13.596262196,14418,Female,2,Associates,Standard,Completed,100,100,92.0,93
2024-11-27 03:24:30.770922083,28043,Male,3,Some High School,Standard,Completed,91,89,92.0,98
2024-11-27 03:25:47.945581970,25887,Male,3,Some High School,Standard,Not completed,63,60,68.0,58
2024-11-27 03:27:05.120241858,27841,Male,3,Some High School,Standard,Not completed,73,65,73.0,68
2024-11-27 03:28:22.294901745,15364,Female,5,High School,Standard,Not completed,70,65,62.0,59
2024-11-27 03:29:39.469561632,12506,Female,1,Some College,Free or Reduced,Not completed,90,80,73.0,64
2024-11-27 03:30:56.644221520,24836,Female,3,Some College,Standard,Not completed,92,86,76.0,75
2024-11-27 03:32:13.818881407,17549,Female,3,Masters,Standard,Completed,100,100,92.0,94
2024-11-27 03:33:30.993541294,8694,Male,3,Bachelors,Free or Reduced,Not completed,61,61,65.0,71
2024-11-27 03:34:48.168201182,19672,Female,2,High School,Standard,Not completed,90,83,74.0,83
2024-11-27 03:36:05.342861069,26138,Male,2,Some High School,Free or Reduced,Not completed,59,51,59.0,56
2024-11-27 03:37:22.517520956,5272,Female,0,Bachelors,Standard,Not completed,80,87,76.0,76
2024-11-27 03:38:39.692180843,19548,Female,2,Associates,Standard,Not completed,68,70,61.0,62
2024-11-27 03:39:56.866840731,26300,Male,2,Some High School,Standard,Completed,81,77,84.0,71
2024-11-27 03:41:14.041500618,2574,Female,1,High School,Standard,Not completed,66,71,59.0,57
2024-11-27 03:42:31.216160505,6500,Female,1,Some College,Standard,Not completed,76,77,69.0,69
2024-11-27 03:43:48.390820393,22513,Male,1,Bachelors,Standard,Not completed,73,80,77.0,79
2024-11-27 03:45:05.565480280,10005,Male,1,Bachelors,Standard,Completed,95,93,93.0,97
2024-11-27 03:46:22.740140167,12412,Female,2,Some College,Standard,Not completed,58,54,49.0,49
2024-11-27 03:47:39.914800055,5861,Male,3,Associates,Standard,Not completed,75,68,76.0,82
2024-11-27 03:48:57.089459942,29539,Female,2,Some High School,Standard,Completed,65,64,56.0,65
2024-11-27 03:50:14.264119829,20564,Female,3,Masters,Standard,Completed,81,84,75.0,68
2024-11-27 03:51:31.438779717,20680,Male,0,Associates,Standard,Not completed,72,65,71.0,79
2024-11-27 03:52:48.613439604,2398,Female,2,Associates,Free or Reduced,Completed,85,91,81.0,88
2024-11-27 03:54:05.788099491,22127,Female,1,High School,Standard,Not completed,68,69,60.0,62
2024-11-27 03:55:22.962759379,20301,Male,3,Bachelors,Standard,Not completed,69,67,72.0,80
2024-11-27 03:56:40.137419266,29415,Male,2,Bachelors,Standard,Completed,100,100,96.0,96
2024-11-27 03:57:57.312079153,4,Male,2,Some College,Standard,Not completed,78,75,80.0,76
2024-11-27 03:59:14.486739041,30038,Female,2,Some College,Standard,Not completed,59,57,52.0,57
2024-11-27 04:00:31.661398928,30202,Female,2,Some High School,Free or Reduced,Not completed,63,51,45.0,45
2024-11-27 04:01:48.836058815,10915,Female,0,Masters,Standard,Not completed,76,78,69.0,71
2024-11-27 04:03:06.010718702,17031,Male,2,Some High School,Standard,Not completed,57,52,60.0,67
2024-11-27 04:04:23.185378590,1865,Female,2,High School,Free or Reduced,Not completed,67,68,57.0,53
2024-11-27 04:05:40.360038477,4089,Female,2,Bachelors,Standard,Not completed,74,77,69.0,65
2024-11-27 04:06:57.534698364,16413,Male,3,Associates,Standard,Not completed,46,43,51.0,48
2024-11-27 04:08:14.709358252,9711,Male,2,Some College,Free or Reduced,Completed,61,58,59.0,57
2024-11-27 04:09:31.884018139,3281,Male,2,Associates,Free or Reduced,Completed,62,64,67.0,68
2024-11-27 04:10:49.058678026,15212,Female,3,Some High School,Standard,Not completed,78,74,67.0,75
2024-11-27 04:12:06.233337914,1568,Female,3,Some High School,Free or Reduced,Not completed,45,52,43.0,44
2024-11-27 04:13:23.407997801,14687,Male,2,Some High School,Standard,Not completed,74,72,77.0,70
2024-11-27 04:14:40.582657688,20737,Female,2,Bachelors,Free or Reduced,Not completed,75,72,60.0,61
2024-11-27 04:15:57.757317576,11793,Male,2,Masters,Standard,Not completed,65,62,70.0,66
2024-11-27 04:17:14.931977463,15322,Male,1,High School,Standard,Completed,74,77,77.0,69
2024-11-27 04:18:32.106637350,17556,Male,3,Some College,Standard,Completed,75,80,78.0,77
2024-11-27 04:19:49.281297238,19437,Female,2,Masters,Standard,Completed,66,70,59.0,58
2024-11-27 04:21:06.455957125,25040,Female,5,Bachelors,Free or Reduced,Completed,84,88,78.0,78
2024-11-27 04:22:23.630617012,22750,Female,2,Some High School,Standard,Not completed,34,30,28.0,20
2024-11-27 04:23:40.805276900,29313,Male,1,High School,Free or Reduced,Not completed,77,71,74.0,73
2024-11-27 04:24:57.979936787,29908,Female,2,Associates,Standard,Not completed,68,67,60.0,69
2024-11-27 04:26:15.154596674,27908,Male,2,Some High School,Standard,Not completed,49,45,55.0,62
2024-11-27 04:27:32.329256561,9080,Male,2,Some College,Standard,Not completed,42,41,49.0,35
2024-11-27 04:28:49.503916449,1064,Female,2,Some High School,Standard,Completed,77,79,67.0,62
2024-11-27 04:30:06.678576336,16466,Male,1,Some College,Standard,Not completed,62,68,70.0,74
2024-11-27 04:31:23.853236223,24289,Male,1,Associates,Free or Reduced,Completed,72,67,70.0,65
2024-11-27 04:32:41.027896111,4200,Male,2,Some College,Free or Reduced,Completed,76,68,72.0,71
2024-11-27 04:33:58.202555998,13431,Female,2,Bachelors,Standard,Not completed,87,86,75.0,88
2024-11-27 04:35:15.377215885,5308,Female,3,Some College,Standard,Not completed,63,69,60.0,68
2024-11-27 04:36:32.551875773,15541,Female,3,Some High School,Standard,Not completed,79,88,76.0,76
2024-11-27 04:37:49.726535660,7333,Female,2,Some High School,Standard,Not completed,75,62,60.0,60
2024-11-27 04:39:06.901195547,6106,Male,5,Some High School,Standard,Not completed,73,70,84.0,80
2024-11-27 04:40:24.075855435,9963,Male,3,Some High School,Standard,Not completed,45,44,51.0,53
2024-11-27 04:41:41.250515322,22155,Female,3,Associates,Free or Reduced,Completed,74,78,66.0,67
2024-11-27 04:42:58.425175209,14507,Male,0,High School,Free or Reduced,Completed,47,43,49.0,56
2024-11-27 04:44:15.599835097,27731,Male,3,Some College,Free or Reduced,Not completed,64,59,66.0,61
2024-11-27 04:45:32.774494984,21668,Male,1,High School,Standard,Completed,80,76,84.0,79
2024-11-27 04:46:49.949154871,13709,Female,3,Bachelors,Standard,Completed,88,92,81.0,79
2024-11-27 04:48:07.123814759,14958,Female,5,High School,Standard,Not completed,73,74,71.0,73
2024-11-27 04:49:24.298474646,332,Male,5,Associates,Standard,Completed,56,53,62.0,62
2024-11-27 04:50:41.473134533,3989,Female,1,Some College,Free or Reduced,Not completed,71,68,57.0,54
2024-11-27 04:51:58.647794420,18638,Male,2,Associates,Standard,Not completed,78,73,80.0,77
2024-11-27 04:53:15.822454308,23766,Male,0,Masters,Standard,Not completed,67,66,71.0,75
2024-11-27 04:54:32.997114195,23427,Female,0,Some College,Standard,Completed,63,73,61.0,62
2024-11-27 04:55:50.171774082,3692,Male,3,Some High School,Free or Reduced,Not completed,48,56,55.0,60
2024-11-27 04:57:07.346433970,6866,Female,5,Bachelors,Standard,Not completed,57,67,59.0,73
2024-11-27 04:58:24.521093857,7462,Female,5,Masters,Standard,Not completed,93,90,84.0,89
2024-11-27 04:59:41.695753744,15756,Male,1,Associates,Standard,Not completed,66,62,70.0,72
2024-11-27 05:00:58.870413632,9790,Female,2,Some High School,Standard,Not completed,60,57,52.0,54
2024-11-27 05:02:16.045073519,28507,Female,3,Some High School,Free or Reduced,Not completed,56,45,42.0,52
2024-11-27 05:03:33.219733406,15824,Male,0,Bachelors,Standard,Not completed,80,86,85.0,92
2024-11-27 05:04:50.394393294,7814,Female,2,Some College,Standard,Completed,53,56,46.0,52
2024-11-27 05:06:07.569053181,30338,Male,3,Associates,Standard,Not completed,62,56,65.0,62
2024-11-27 05:07:24.743713068,30363,Male,3,High School,Free or Reduced,Not completed,80,73,79.0,79
2024-11-27 05:08:41.918372956,21211,Female,0,Bachelors,Free or Reduced,Not completed,49,52,44.0,49
2024-11-27 05:09:59.093032843,6734,Male,5,Some High School,Standard,Not completed,73,70,84.0,87
2024-11-27 05:11:16.267692730,28246,Female,1,Some High School,Standard,Not completed,80,80,71.0,77
2024-11-27 05:12:33.442352618,24171,Female,1,Associates,Standard,Not completed,60,62,52.0,48
2024-11-27 05:13:50.617012505,13441,Female,2,High School,Standard,Not completed,69,66,60.0,64
2024-11-27 05:15:07.791672392,22076,Male,3,Bachelors,Standard,Not completed,65,62,70.0,60
2024-11-27 05:16:24.966332280,30023,Female,3,Associates,Free or Reduced,Not completed,93,91,84.0,82
2024-11-27 05:17:42.140992167,10491,Male,2,Bachelors,Standard,Not completed,73,77,77.0,78
2024-11-27 05:18:59.315652054,24814,Male,2,Some High School,Standard,Not completed,61,53,62.0,74
2024-11-27 05:20:16.490311941,4467,Female,3,Associates,Standard,Not completed,100,94,88.0,94
2024-11-27 05:21:33.664971829,6787,Female,1,Masters,Standard,Completed,87,88,75.0,78
2024-11-27 05:22:50.839631716,22201,Male,1,High School,Standard,Not completed,53,52,59.0,44
2024-11-27 05:24:08.014291603,9430,Male,3,Associates,Standard,Not completed,81,76,85.0,85
2024-11-27 05:25:25.188951491,5169,Female,2,Masters,Standard,Not completed,100,100,92.0,99
2024-11-27 05:26:42.363611378,12438,Female,2,Some College,Standard,Completed,78,78,67.0,76
2024-11-27 05:27:59.538271265,7726,Female,0,Associates,Standard,Not completed,61,59,52.0,60
2024-11-27 05:29:16.712931153,17148,Male,1,Masters,Standard,Completed,99,97,95.0,94
2024-11-27 05:30:33.887591040,7945,Female,3,Some High School,Standard,Completed,59,68,58.0,68
2024-11-27 05:31:51.062250927,5631,Male,5,Some High School,Free or Reduced,Not completed,68,69,75.0,87
2024-11-27 05:33:08.236910815,8732,Female,2,High School,Free or Reduced,Not completed,83,77,72.0,71
2024-11-27 05:34:25.411570702,27225,Male,2,High School,Free or Reduced,Not completed,74,68,72.0,75
2024-11-27 05:35:42.586230589,27996,Male,5,Some High School,Standard,Not completed,84,82,90.0,91
2024-11-27 05:36:59.760890477,7414,Female,1,Associates,Standard,Not completed,79,81,71.0,90
2024-11-27 05:38:16.935550364,11924,Female,5,High School,Standard,Not completed,77,78,72.0,81
